,location,total_sqft,bath,price,BHK
5702,Raja Rajeshwari Nagar,1640.0,3.0,86.8,3
5703,Raja Rajeshwari Nagar,1500.0,3.0,51.04,3
5704,Raja Rajeshwari Nagar,1185.0,2.0,51.15,2
5705,Raja Rajeshwari Nagar,1295.0,2.0,43.9,2
5706,Raja Rajeshwari Nagar,1279.0,2.0,53.76,3
5707,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2
5708,Raja Rajeshwari Nagar,1240.0,2.0,40.54,2
5709,Raja Rajeshwari Nagar,1090.0,2.0,57.0,2
5710,Raja Rajeshwari Nagar,1240.0,2.0,42.04,2
5711,Raja Rajeshwari Nagar,1757.0,3.0,98.0,3
5712,Raja Rajeshwari Nagar,1530.0,3.0,64.0,3
5713,Raja Rajeshwari Nagar,1587.0,3.0,73.8,3
5714,Raja Rajeshwari Nagar,1529.0,3.0,51.77,3
5715,Raja Rajeshwari Nagar,1295.0,2.0,55.47,2
5716,Raja Rajeshwari Nagar,1450.0,2.0,67.0,3
5717,Raja Rajeshwari Nagar,1090.0,2.0,57.0,2
5718,Raja Rajeshwari Nagar,945.0,2.0,45.0,2
5719,Raja Rajeshwari Nagar,1303.0,2.0,55.78,2
5720,Raja Rajeshwari Nagar,3450.0,7.0,225.0,8
5721,Raja Rajeshwari Nagar,1419.0,2.0,48.1,2
5722,Raja Rajeshwari Nagar,1700.0,2.0,86.0,3
5723,Raja Rajeshwari Nagar,1270.0,2.0,62.0,2
5724,Raja Rajeshwari Nagar,1250.0,2.0,68.0,2
5725,Raja Rajeshwari Nagar,1260.0,2.0,62.0,3
5726,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2
5727,Raja Rajeshwari Nagar,1580.0,2.0,66.85,3
5728,Raja Rajeshwari Nagar,1050.0,2.0,37.0,2
5729,Raja Rajeshwari Nagar,1021.0,3.0,59.0,3
5730,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2
5731,Raja Rajeshwari Nagar,1500.0,3.0,88.0,3
5732,Raja Rajeshwari Nagar,1168.0,2.0,66.0,2
5733,Raja Rajeshwari Nagar,1400.0,2.0,86.0,3
5734,Raja Rajeshwari Nagar,1157.0,2.0,65.0,2
5735,Raja Rajeshwari Nagar,1206.0,2.0,40.7,2
5736,Raja Rajeshwari Nagar,1000.0,2.0,50.0,2
5737,Raja Rajeshwari Nagar,1485.0,2.0,63.0,3
5738,Raja Rajeshwari Nagar,1335.0,2.0,56.0,3
5739,Raja Rajeshwari Nagar,1571.0,3.0,53.12,3
5740,Raja Rajeshwari Nagar,1255.0,2.0,42.54,2
5741,Raja Rajeshwari Nagar,1530.0,3.0,64.86,3
5742,Raja Rajeshwari Nagar,1850.0,3.0,98.0,3
5743,Raja Rajeshwari Nagar,1140.0,2.0,44.0,2
5744,Raja Rajeshwari Nagar,6000.0,8.0,215.0,8
5745,Raja Rajeshwari Nagar,1140.0,2.0,39.0,2
5746,Raja Rajeshwari Nagar,510.0,1.0,22.0,1
5747,Raja Rajeshwari Nagar,1187.0,2.0,40.14,2
5748,Raja Rajeshwari Nagar,1141.0,2.0,60.0,2
5749,Rajaji Nagar,1640.0,3.0,229.0,3
5750,Rajaji Nagar,2390.0,3.0,415.0,3
5751,Rajaji Nagar,2390.0,3.0,410.0,3
5752,Rajaji Nagar,1725.0,3.0,200.0,3
5753,Rajaji Nagar,3516.0,4.0,540.0,4
5754,Rajaji Nagar,1640.0,3.0,223.0,3
5755,Rajaji Nagar,3526.0,4.0,492.0,4
5756,Rajaji Nagar,1800.0,4.0,324.0,6
5757,Rajaji Nagar,3526.0,4.0,558.0,4
5758,Rajaji Nagar,2849.0,5.0,300.0,5
5759,Rajaji Nagar,1800.0,3.0,260.0,3
5760,Rajaji Nagar,1640.0,3.0,241.0,3
5761,Rajaji Nagar,1370.0,2.0,170.0,2
5762,Rajaji Nagar,2409.0,3.0,360.0,3
5763,Rajaji Nagar,3436.0,6.0,475.0,4
5764,Rajaji Nagar,1718.0,3.0,288.0,2
5765,Rajaji Nagar,2386.0,3.0,334.0,3
5766,Rajaji Nagar,3436.0,6.0,500.0,4
5767,Rajaji Nagar,1200.0,2.0,150.0,2
5768,Rajaji Nagar,1160.0,1.0,163.0,2
5769,Rajaji Nagar,1222.0,2.0,112.0,2
5770,Rajaji Nagar,660.0,1.0,75.0,1
5771,Rajaji Nagar,1440.0,2.0,170.0,2
5772,Rajaji Nagar,2448.0,3.0,400.0,3
5773,Rajaji Nagar,1440.0,2.0,185.0,2
5774,Rajaji Nagar,1640.0,3.0,230.0,3
5775,Rajaji Nagar,3730.0,4.0,370.0,4
5776,Rajaji Nagar,1800.0,2.0,250.0,3
5777,Rajaji Nagar,3100.0,4.0,550.0,4
5778,Rajaji Nagar,3526.0,4.0,598.0,4
5779,Rajaji Nagar,1357.0,2.0,130.0,2
5780,Rajaji Nagar,2300.0,3.0,369.0,3
5781,Rajaji Nagar,1640.0,3.0,220.0,3
5782,Rajaji Nagar,2500.0,3.0,350.0,3
5783,Rajaji Nagar,1615.0,3.0,175.0,3
5784,Rajaji Nagar,1776.0,3.0,190.0,3
5785,Rajaji Nagar,2559.0,3.0,403.0,3
5786,Rajaji Nagar,1763.0,3.0,262.0,2
5787,Rajaji Nagar,1640.0,3.0,220.0,3
5788,Rajaji Nagar,1613.0,3.0,150.0,3
5789,Rajaji Nagar,1380.0,3.0,130.0,3
5790,Rajaji Nagar,2400.0,3.0,320.0,5
5791,Rajaji Nagar,1800.0,3.0,240.0,3
5792,Rajaji Nagar,2533.0,3.0,425.0,3
5793,Rajaji Nagar,1268.0,2.0,127.0,2
5794,Rajaji Nagar,2450.0,3.0,330.0,3
5795,Rajaji Nagar,1640.0,3.0,262.0,3
5796,Rajaji Nagar,1200.0,1.0,200.0,2
5797,Rajaji Nagar,2367.0,3.0,375.0,3
5798,Rajaji Nagar,2440.0,2.0,415.0,4
5799,Rajaji Nagar,1640.0,3.0,251.0,3
5800,Rajaji Nagar,2733.0,5.0,259.0,4
5801,Rajaji Nagar,1640.0,3.0,268.0,3
5802,Rajaji Nagar,2367.0,4.0,340.0,3
5803,Rajaji Nagar,1720.0,3.0,224.0,3
5804,Rajaji Nagar,3600.0,5.0,510.0,5
5805,Rajaji Nagar,1350.0,4.0,230.0,4
5806,Rajaji Nagar,1700.0,3.0,200.0,3
5807,Rajaji Nagar,1357.0,2.0,123.0,2
5808,Rajaji Nagar,2300.0,4.0,240.0,3
5809,Rajaji Nagar,2400.0,5.0,408.0,5
5810,Rajaji Nagar,2500.0,3.0,340.0,3
5811,Rajaji Nagar,2390.0,3.0,372.0,3
5812,Rajaji Nagar,2415.0,3.0,399.0,3
5813,Rajaji Nagar,1718.0,3.0,275.0,2
5814,Rajaji Nagar,1763.0,3.0,240.0,2
5815,Rajaji Nagar,2367.0,3.0,320.0,3
5816,Rajaji Nagar,2409.0,3.0,395.0,3
5817,Rajaji Nagar,1314.0,2.0,225.0,2
5818,Rajaji Nagar,1440.0,2.0,165.0,2
5819,Rajaji Nagar,1640.0,3.0,245.0,3
5820,Rajiv Nagar,1690.0,3.0,125.0,3
5821,Rajiv Nagar,1263.0,2.0,93.32,2
5822,Rajiv Nagar,2340.0,4.0,148.0,4
5823,Rajiv Nagar,2340.0,5.0,129.0,4
5824,Rajiv Nagar,1330.0,2.0,93.0,2
5825,Rajiv Nagar,2340.0,5.0,129.0,4
5826,Rajiv Nagar,1309.0,2.0,80.0,2
5827,Rajiv Nagar,2340.0,4.0,145.0,4
5828,Rajiv Nagar,2330.0,5.0,175.0,4
5829,Rajiv Nagar,2340.0,5.0,160.0,4
5830,Ramagondanahalli,1151.0,2.0,48.77,2
5831,Ramagondanahalli,1251.0,2.0,47.0,2
5832,Ramagondanahalli,1235.0,2.0,52.04,2
5833,Ramagondanahalli,1610.0,2.0,111.0,3
5834,Ramagondanahalli,540.0,1.0,30.0,1
5835,Ramagondanahalli,1635.0,3.0,62.0,3
5836,Ramagondanahalli,1235.0,2.0,46.8,2
5837,Ramagondanahalli,1215.0,2.0,51.26,2
5838,Ramagondanahalli,2257.0,4.0,157.0,3
5839,Ramagondanahalli,1251.0,2.0,47.4,2
5840,Ramagondanahalli,1610.0,2.0,115.0,3
5841,Ramagondanahalli,920.0,2.0,65.0,2
5842,Ramagondanahalli,1215.0,2.0,45.5,2
5843,Ramagondanahalli,2800.0,4.0,155.0,4
5844,Ramagondanahalli,1253.0,2.0,52.66,2
5845,Ramagondanahalli,1295.0,2.0,95.0,2
5846,Ramagondanahalli,1151.0,2.0,50.5,2
5847,Ramagondanahalli,1235.0,2.0,49.3,2
5848,Ramagondanahalli,2257.0,3.0,159.0,3
5849,Ramagondanahalli,1295.0,2.0,95.0,2
5850,Ramagondanahalli,1451.0,3.0,60.44,3
5851,Ramagondanahalli,1910.0,3.0,142.0,3
5852,Ramagondanahalli,1215.0,2.0,46.1,2
5853,Ramagondanahalli,1475.0,2.0,63.0,3
5854,Ramagondanahalli,1251.0,2.0,50.0,2
5855,Ramagondanahalli,1610.0,2.0,115.0,3
5856,Ramagondanahalli,1151.0,2.0,43.6,2
5857,Ramagondanahalli,1635.0,3.0,61.0,3
5858,Ramagondanahalli,1251.0,2.0,53.0,2
5859,Ramagondanahalli,845.0,2.0,45.82,2
5860,Ramagondanahalli,1910.0,3.0,150.0,3
5861,Ramagondanahalli,1738.0,2.0,76.0,3
5862,Ramagondanahalli,2040.0,3.0,114.0,3
5863,Ramagondanahalli,3350.0,3.0,150.0,3
5864,Ramagondanahalli,1251.0,2.0,46.0,2
5865,Ramagondanahalli,1635.0,3.0,57.0,3
5866,Ramagondanahalli,1151.0,2.0,46.0,2
5867,Ramagondanahalli,1610.0,2.0,112.0,3
5868,Ramagondanahalli,1610.0,2.0,115.0,3
5869,Ramagondanahalli,1200.0,3.0,56.1,3
5870,Ramagondanahalli,2787.0,5.0,220.0,4
5871,Ramagondanahalli,1475.0,2.0,55.0,3
5872,Ramagondanahalli,1125.0,2.0,75.0,2
5873,Ramagondanahalli,1151.0,2.0,42.5,2
5874,Ramagondanahalli,2257.0,3.0,155.0,3
5875,Ramagondanahalli,1500.0,3.0,100.0,3
5876,Ramagondanahalli,1680.0,2.0,68.0,3
5877,Ramagondanahalli,1910.0,3.0,131.0,3
5878,Ramamurthy Nagar,3700.0,4.0,225.0,4
5879,Ramamurthy Nagar,3500.0,5.0,150.0,5
5880,Ramamurthy Nagar,1050.0,2.0,37.0,2
5881,Ramamurthy Nagar,1040.0,2.0,50.0,2
5882,Ramamurthy Nagar,1600.0,3.0,75.0,3
5883,Ramamurthy Nagar,1200.0,3.0,72.0,2
5884,Ramamurthy Nagar,360.0,1.0,26.0,1
5885,Ramamurthy Nagar,950.0,2.0,50.79,2
5886,Ramamurthy Nagar,1200.0,2.0,66.0,3
5887,Ramamurthy Nagar,1525.0,3.0,100.0,3
5888,Ramamurthy Nagar,1200.0,2.0,80.0,2
5889,Ramamurthy Nagar,1200.0,2.0,42.0,2
5890,Ramamurthy Nagar,1515.0,3.0,65.0,3
5891,Ramamurthy Nagar,1100.0,2.0,68.0,2
5892,Ramamurthy Nagar,1185.0,2.0,45.5,2
5893,Ramamurthy Nagar,1170.0,2.0,46.8,2
5894,Ramamurthy Nagar,1150.0,2.0,51.0,2
5895,Ramamurthy Nagar,1200.0,2.0,48.0,2
5896,Ramamurthy Nagar,3600.0,3.0,150.0,3
5897,Ramamurthy Nagar,600.0,3.0,45.0,2
5898,Ramamurthy Nagar,1110.0,2.0,65.0,2
5899,Ramamurthy Nagar,1410.0,2.0,56.4,3
5900,Ramamurthy Nagar,1200.0,2.0,78.0,2
5901,Ramamurthy Nagar,1000.0,2.0,41.0,3
5902,Ramamurthy Nagar,600.0,1.0,43.0,1
5903,Ramamurthy Nagar,1006.0,2.0,57.0,2
5904,Ramamurthy Nagar,1200.0,2.0,76.0,2
5905,Ramamurthy Nagar,1300.0,2.0,52.0,3
5906,Ramamurthy Nagar,1600.0,3.0,75.0,3
5907,Ramamurthy Nagar,700.0,2.0,33.0,2
5908,Ramamurthy Nagar,1125.0,2.0,47.0,2
5909,Ramamurthy Nagar,1000.0,2.0,62.0,2
5910,Ramamurthy Nagar,1334.0,2.0,67.0,2
5911,Ramamurthy Nagar,1200.0,2.0,46.0,2
5912,Ramamurthy Nagar,1200.0,2.0,57.9,2
5913,Ramamurthy Nagar,1305.0,3.0,60.0,3
5914,Ramamurthy Nagar,1360.0,2.0,45.0,2
5915,Ramamurthy Nagar,1170.0,2.0,44.0,2
5916,Ramamurthy Nagar,2200.0,4.0,130.0,4
5917,Ramamurthy Nagar,1050.0,2.0,51.66,2
5918,Ramamurthy Nagar,2916.0,5.0,230.0,4
5919,Ramamurthy Nagar,2316.0,3.0,125.0,3
5920,Ramamurthy Nagar,1101.0,2.0,50.0,2
5921,Ramamurthy Nagar,1150.0,2.0,40.0,2
5922,Ramamurthy Nagar,1208.0,2.0,43.5,3
5923,Ramamurthy Nagar,1050.0,2.0,37.8,2
5924,Ramamurthy Nagar,935.0,2.0,39.0,2
5925,Ramamurthy Nagar,1200.0,2.0,68.0,2
5926,Ramamurthy Nagar,540.0,1.0,35.0,1
5927,Ramamurthy Nagar,960.0,2.0,35.0,2
5928,Rayasandra,1314.0,2.0,63.0,3
5929,Rayasandra,1065.0,2.0,44.95,2
5930,Rayasandra,1708.0,3.0,75.0,3
5931,Rayasandra,1199.0,2.0,48.5,3
5932,Rayasandra,1577.0,3.0,67.0,3
5933,Rayasandra,1253.0,2.0,57.0,2
5934,Rayasandra,583.0,1.0,26.9,1
5935,Rayasandra,1198.0,2.0,54.0,2
5936,Rayasandra,1555.0,3.0,75.17,3
5937,Rayasandra,1458.0,3.0,60.0,3
5938,Rayasandra,1179.0,2.0,55.0,3
5939,Rayasandra,1601.0,3.0,70.0,3
5940,Rayasandra,1708.0,3.0,76.0,4
5941,Rayasandra,470.0,1.0,21.0,1
5942,Rayasandra,3600.0,5.0,145.0,5
5943,Rayasandra,1357.0,2.0,59.0,3
5944,Sahakara Nagar,2830.0,3.0,195.0,4
5945,Sahakara Nagar,1500.0,2.0,95.0,3
5946,Sahakara Nagar,1100.0,2.0,56.0,2
5947,Sahakara Nagar,1219.0,2.0,48.0,2
5948,Sahakara Nagar,1100.0,2.0,75.0,3
5949,Sahakara Nagar,1655.0,3.0,115.0,3
5950,Sahakara Nagar,1150.0,2.0,54.0,2
5951,Sahakara Nagar,1270.0,2.0,69.85,2
5952,Sahakara Nagar,960.0,2.0,56.0,2
5953,Sahakara Nagar,1048.0,2.0,50.0,2
5954,Sahakara Nagar,1160.0,2.0,55.0,2
5955,Sahakara Nagar,1200.0,2.0,75.0,3
5956,Sahakara Nagar,2500.0,4.0,200.0,4
5957,Sahakara Nagar,1914.0,3.0,179.0,3
5958,Sahakara Nagar,1500.0,3.0,125.0,3
5959,Sahakara Nagar,1100.0,2.0,55.0,2
5960,Sahakara Nagar,1914.0,3.0,149.0,3
5961,Sahakara Nagar,1000.0,2.0,60.0,2
5962,Sahakara Nagar,2200.0,3.0,98.0,3
5963,Sahakara Nagar,1175.0,2.0,49.0,2
5964,Sahakara Nagar,1370.0,2.0,90.0,3
5965,Sahakara Nagar,1100.0,2.0,55.0,2
5966,Sahakara Nagar,1100.0,2.0,75.0,3
5967,Sahakara Nagar,1180.0,2.0,72.0,2
5968,Sahakara Nagar,1200.0,2.0,60.0,2
5969,Sahakara Nagar,1032.0,2.0,45.0,2
5970,Sahakara Nagar,1200.0,2.0,46.0,2
5971,Sahakara Nagar,1270.0,2.0,96.0,2
5972,Sahakara Nagar,1201.0,2.0,80.0,2
5973,Sahakara Nagar,1200.0,2.0,54.0,2
5974,Sahakara Nagar,1291.0,2.0,72.3,2
5975,Sanjay nagar,1000.0,2.0,70.0,2
5976,Sanjay nagar,1100.0,2.0,98.0,2
5977,Sanjay nagar,1150.0,2.0,72.2,2
5978,Sanjay nagar,1800.0,3.0,180.0,3
5979,Sanjay nagar,630.0,1.0,35.0,2
5980,Sanjay nagar,3300.0,3.0,250.0,5
5981,Sanjay nagar,1900.0,2.0,180.0,3
5982,Sanjay nagar,1575.0,2.0,90.0,2
5983,Sanjay nagar,1450.0,3.0,75.0,3
5984,Sanjay nagar,1200.0,2.0,76.0,3
5985,Sanjay nagar,960.0,2.0,55.0,2
5986,Sanjay nagar,1050.0,2.0,59.0,2
5987,Sanjay nagar,1150.0,2.0,70.0,2
5988,Sanjay nagar,1500.0,3.0,150.0,3
5989,Sanjay nagar,1180.0,2.0,80.0,2
5990,Sarakki Nagar,2121.0,4.0,253.0,3
5991,Sarakki Nagar,2289.0,3.0,260.0,3
5992,Sarakki Nagar,2500.0,4.0,325.0,3
5993,Sarakki Nagar,2145.0,4.0,270.0,3
5994,Sarakki Nagar,1200.0,3.0,128.0,3
5995,Sarakki Nagar,2663.0,4.0,338.0,3
5996,Sarakki Nagar,1840.0,4.0,175.0,3
5997,Sarakki Nagar,3131.0,4.0,349.0,4
5998,Sarakki Nagar,3126.0,5.0,345.0,4
5999,Sarakki Nagar,3124.0,6.0,349.0,4
6000,Sarjapur,2250.0,3.0,148.0,3
6001,Sarjapur,1600.0,3.0,75.0,3
6002,Sarjapur,1717.5,2.0,43.49,2
6003,Sarjapur,913.0,2.0,32.0,2
6004,Sarjapur,1128.0,2.0,60.0,2
6005,Sarjapur,1185.0,2.0,47.0,2
6006,Sarjapur,900.0,2.0,42.0,3
6007,Sarjapur,1020.0,2.0,35.0,2
6008,Sarjapur,1195.0,2.0,42.0,2
6009,Sarjapur,1240.0,2.0,44.0,2
6010,Sarjapur,1550.0,2.0,65.0,4
6011,Sarjapur,950.0,2.0,32.5,2
6012,Sarjapur,1285.0,2.0,68.0,3
6013,Sarjapur,1525.0,2.0,48.0,3
6014,Sarjapur,925.0,2.0,25.0,2
6015,Sarjapur,3190.0,3.0,160.0,4
6016,Sarjapur,1215.0,2.0,40.0,2
6017,Sarjapur,2540.0,4.0,115.0,4
6018,Sarjapur,1200.0,3.0,78.0,3
6019,Sarjapur,1000.0,2.0,30.0,2
6020,Sarjapur,1157.0,2.0,40.0,2
6021,Sarjapur,2238.0,3.0,140.0,3
6022,Sarjapur,2020.0,3.0,85.0,3
6023,Sarjapur,2885.0,3.0,185.0,4
6024,Sarjapur,1917.0,3.0,60.0,4
6025,Sarjapur,1240.0,2.0,44.3,2
6026,Sarjapur,625.0,1.0,19.0,1
6027,Sarjapur,3870.0,4.0,139.5,4
6028,Sarjapur,940.0,2.0,25.38,2
6029,Sarjapur,2100.0,3.0,125.0,4
6030,Sarjapur,913.0,2.0,36.0,2
6031,Sarjapur,1404.0,2.0,53.35,3
6032,Sarjapur,1830.0,3.0,88.0,3
6033,Sarjapur,1364.0,2.0,56.0,3
6034,Sarjapur,1124.0,2.0,30.35,2
6035,Sarjapur,1044.0,2.0,32.0,2
6036,Sarjapur,650.0,1.0,19.87,1
6037,Sarjapur,1175.0,2.0,42.0,2
6038,Sarjapur,1240.0,2.0,43.1,2
6039,Sarjapur,1170.0,2.0,35.41,3
6040,Sarjapur,1032.0,2.0,42.0,2
6041,Sarjapur,2887.5,2.0,80.59,4
6042,Sarjapur,1044.0,2.0,34.0,2
6043,Sarjapur,1200.0,3.0,76.13,3
6044,Sarjapur,1200.0,2.0,62.0,2
6045,Sarjapur,900.0,2.0,27.98,2
6046,Sarjapur,2970.0,3.0,130.0,4
6047,Sarjapur,1205.0,2.0,29.0,2
6048,Sarjapur,850.0,2.0,32.0,2
6049,Sarjapur,1175.0,2.0,41.68,2
6050,Sarjapur,1575.0,3.0,55.0,3
6051,Sarjapur,920.0,2.0,33.0,2
6052,Sarjapur,1445.0,3.0,50.0,3
6053,Sarjapur,1150.0,2.0,41.0,2
6054,Sarjapur,1200.0,2.0,42.6,2
6055,Sarjapur,1333.0,3.0,50.0,3
6056,Sarjapur,1044.0,2.0,36.0,2
6057,Sarjapur,950.0,2.0,35.0,2
6058,Sarjapur,3870.0,4.0,115.0,4
6059,Sarjapur,2172.0,3.0,100.0,3
6060,Sarjapur,633.0,1.0,17.09,1
6061,Sarjapur,1500.0,5.0,95.0,3
6062,Sarjapur,1451.0,2.0,87.0,2
6063,Sarjapur,2400.0,3.0,140.0,4
6064,Sarjapur,1525.0,2.0,68.0,3
6065,Sarjapur,1095.0,2.0,45.0,2
6066,Sarjapur,1425.0,3.0,57.0,3
6067,Sarjapur  Road,2497.0,3.0,140.0,3
6068,Sarjapur  Road,1787.0,3.0,98.29,3
6069,Sarjapur  Road,1787.0,3.0,125.0,3
6070,Sarjapur  Road,984.0,2.0,44.28,2
6071,Sarjapur  Road,1035.0,2.0,49.2,2
6072,Sarjapur  Road,1863.0,3.0,104.0,4
6073,Sarjapur  Road,1000.0,2.0,67.0,2
6074,Sarjapur  Road,1346.0,2.0,74.03,2
6075,Sarjapur  Road,1195.0,2.0,70.0,2
6076,Sarjapur  Road,1550.0,3.0,100.0,3
6077,Sarjapur  Road,2100.0,3.0,125.0,3
6078,Sarjapur  Road,1210.0,2.0,58.0,2
6079,Sarjapur  Road,1691.0,3.0,113.0,3
6080,Sarjapur  Road,1278.0,2.0,95.0,2
6081,Sarjapur  Road,2238.0,3.0,140.0,3
6082,Sarjapur  Road,1800.0,3.0,110.0,3
6083,Sarjapur  Road,1115.0,2.0,50.0,2
6084,Sarjapur  Road,1403.0,3.0,55.0,3
6085,Sarjapur  Road,1346.0,2.0,61.92,2
6086,Sarjapur  Road,1984.0,4.0,146.0,3
6087,Sarjapur  Road,1035.0,2.0,45.0,2
6088,Sarjapur  Road,1128.0,2.0,59.0,2
6089,Sarjapur  Road,1495.0,2.0,64.0,3
6090,Sarjapur  Road,1700.0,3.0,110.0,3
6091,Sarjapur  Road,1157.0,2.0,75.0,3
6092,Sarjapur  Road,1282.0,2.0,72.0,2
6093,Sarjapur  Road,4111.0,4.0,310.0,4
6094,Sarjapur  Road,5137.5,6.0,228.5,4
6095,Sarjapur  Road,3900.0,4.0,300.0,4
6096,Sarjapur  Road,1300.0,2.0,60.0,2
6097,Sarjapur  Road,1000.0,2.0,40.0,2
6098,Sarjapur  Road,1050.0,2.0,62.0,2
6099,Sarjapur  Road,1700.0,3.0,135.0,3
6100,Sarjapur  Road,1691.0,3.0,119.0,3
6101,Sarjapur  Road,1846.0,3.0,140.0,3
6102,Sarjapur  Road,1200.0,3.0,95.0,3
6103,Sarjapur  Road,1929.0,4.0,103.0,3
6104,Sarjapur  Road,1155.0,2.0,58.0,2
6105,Sarjapur  Road,1819.0,3.0,100.0,3
6106,Sarjapur  Road,1845.0,4.0,110.0,3
6107,Sarjapur  Road,1233.0,2.0,77.65,2
6108,Sarjapur  Road,1525.0,2.0,60.0,3
6109,Sarjapur  Road,4395.0,4.0,242.0,4
6110,Sarjapur  Road,1220.0,3.0,56.0,3
6111,Sarjapur  Road,3750.0,6.0,290.0,4
6112,Sarjapur  Road,1428.0,2.0,66.0,3
6113,Sarjapur  Road,1680.0,3.0,112.0,3
6114,Sarjapur  Road,1255.0,2.0,92.0,2
6115,Sarjapur  Road,1220.0,3.0,58.0,3
6116,Sarjapur  Road,1311.0,2.0,78.0,2
6117,Sarjapur  Road,1220.0,3.0,56.0,3
6118,Sarjapur  Road,1157.0,2.0,75.0,3
6119,Sarjapur  Road,1145.0,2.0,75.0,2
6120,Sarjapur  Road,1300.0,2.0,70.0,3
6121,Sarjapur  Road,1390.0,2.0,62.0,2
6122,Sarjapur  Road,1725.0,3.0,90.0,3
6123,Sarjapur  Road,2169.0,2.0,98.94,3
6124,Sarjapur  Road,2180.0,3.0,170.0,3
6125,Sarjapur  Road,1084.0,2.0,55.0,2
6126,Sarjapur  Road,1220.0,3.0,62.0,3
6127,Sarjapur  Road,1750.0,3.0,110.0,3
6128,Sarjapur  Road,1888.0,4.0,95.0,3
6129,Sarjapur  Road,1300.0,3.0,60.0,3
6130,Sarjapur  Road,1200.0,3.0,70.0,3
6131,Sarjapur  Road,2600.0,3.0,200.0,3
6132,Sarjapur  Road,5965.0,5.0,385.0,5
6133,Sarjapur  Road,685.0,1.0,40.0,1
6134,Sarjapur  Road,915.0,2.0,38.0,2
6135,Sarjapur  Road,2720.0,5.0,210.0,3
6136,Sarjapur  Road,1241.0,2.0,82.0,2
6137,Sarjapur  Road,984.0,2.0,45.91,2
6138,Sarjapur  Road,1400.0,2.0,68.0,2
6139,Sarjapur  Road,3785.0,6.0,280.0,4
6140,Sarjapur  Road,835.0,1.0,46.95,1
6141,Sarjapur  Road,1280.0,2.0,76.0,2
6142,Sarjapur  Road,1145.0,2.0,49.5,2
6143,Sarjapur  Road,1470.0,3.0,62.0,3
6144,Sarjapur  Road,1263.0,2.0,78.0,2
6145,Sarjapur  Road,1691.0,3.0,98.0,3
6146,Sarjapur  Road,1308.0,2.0,83.0,2
6147,Sarjapur  Road,1592.0,3.0,91.0,3
6148,Sarjapur  Road,1016.0,2.0,45.0,2
6149,Sarjapur  Road,1150.0,2.0,77.0,2
6150,Sarjapur  Road,1965.0,3.0,120.0,3
6151,Sarjapur  Road,2275.0,4.0,180.0,3
6152,Sarjapur  Road,985.0,2.0,49.0,2
6153,Sarjapur  Road,1418.0,2.0,78.0,2
6154,Sarjapur  Road,1200.0,2.0,93.0,2
6155,Sarjapur  Road,1586.0,3.0,70.0,3
6156,Sarjapur  Road,1260.0,2.0,53.0,2
6157,Sarjapur  Road,1115.0,2.0,60.0,2
6158,Sarjapur  Road,1525.0,2.0,87.0,3
6159,Sarjapur  Road,1346.0,2.0,71.32,2
6160,Sarjapur  Road,3905.0,7.0,290.0,5
6161,Sarjapur  Road,915.0,2.0,37.0,2
6162,Sarjapur  Road,715.0,1.0,29.0,1
6163,Sarjapur  Road,1230.0,2.0,94.5,2
6164,Sarjapur  Road,1750.0,3.0,99.0,3
6165,Sarjapur  Road,1145.0,2.0,62.0,2
6166,Sarjapur  Road,1500.0,3.0,88.0,3
6167,Sarjapur  Road,1190.0,2.0,50.0,2
6168,Sarjapur  Road,1846.0,3.0,145.0,3
6169,Sarjapur  Road,1067.0,2.0,60.0,2
6170,Sarjapur  Road,3200.0,5.0,140.0,5
6171,Sarjapur  Road,1700.0,3.0,95.0,3
6172,Sarjapur  Road,1230.0,2.0,65.0,2
6173,Sarjapur  Road,1939.0,3.0,98.0,3
6174,Sarjapur  Road,3785.0,5.0,280.0,4
6175,Sarjapur  Road,2556.0,3.0,169.0,3
6176,Sarjapur  Road,1278.0,2.0,90.0,2
6177,Sarjapur  Road,984.0,2.0,45.91,2
6178,Sarjapur  Road,1305.0,2.0,99.0,2
6179,Sarjapur  Road,1755.0,3.0,122.0,3
6180,Sarjapur  Road,1000.0,2.0,38.5,2
6181,Sarjapur  Road,6390.0,2.0,338.0,4
6182,Sarjapur  Road,1173.0,2.0,45.75,3
6183,Sarjapur  Road,1120.0,2.0,50.0,2
6184,Sarjapur  Road,1530.0,2.0,60.0,3
6185,Sarjapur  Road,1700.0,3.0,93.5,3
6186,Sarjapur  Road,1403.0,3.0,56.0,3
6187,Sarjapur  Road,1060.0,2.0,55.0,2
6188,Sarjapur  Road,1455.0,2.0,98.0,3
6189,Sarjapur  Road,1850.0,3.0,140.0,3
6190,Sarjapur  Road,950.0,1.0,39.9,1
6191,Sarjapur  Road,1826.0,3.0,130.0,3
6192,Sarjapur  Road,1115.0,2.0,50.0,2
6193,Sarjapur  Road,1220.0,3.0,58.0,3
6194,Sarjapur  Road,1660.0,2.0,116.0,3
6195,Sarjapur  Road,1700.0,3.0,108.0,3
6196,Sarjapur  Road,1539.0,3.0,85.0,3
6197,Sarjapur  Road,1489.0,2.0,82.0,3
6198,Sarjapur  Road,1550.0,2.0,69.75,3
6199,Sarjapur  Road,1200.0,2.0,75.0,2
